"","bin","genus_explanation","genus_type","nyslægt","genus_nameing","popup_html","latitude","longitude","city_dk","taxonomy_proposed"
"933","MFD04944.bin.c.2","Microbe found nearby Thuroe","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Thurø (Thuroe) <br/>","<b>Bakteriens navn:</b> Thuroehabitans terreum<br/>
     <b>Findested:</b> Græsland (Artsrig nardus-bjergeng) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Thurø (Thuroe) <br/>",54.9596,10.5752,"Thurø","d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Maglebybacteriaceae;g__Thuroehabitans;s__Thuroehabitans terreum"
"934","MFD03804.bin.1.6","Microbe found nearby Thyboron","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Thyborøn (Thyboron) <br/>","<b>Bakteriens navn:</b> Thyboroniella sediminis<br/>
     <b>Findested:</b> Ferskvand (Lukkede vandområder) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Thyborøn (Thyboron) <br/>",56.6925,8.2025,"Thyborøn","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Thyboroniellales;f__Thyboroniellaceae;g__Thyboroniella;s__Thyboroniella sediminis"
"935","MFD03804.bin.1.79","Microbe found nearby Thyboroen","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Thyborøn (Thyboroen) <br/>","<b>Bakteriens navn:</b> Thyboroeniana vicina<br/>
     <b>Findested:</b> Ferskvand (Lukkede vandområder) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Thyborøn (Thyboroen) <br/>",56.6925,8.2025,"Thyborøn","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Thyboroenianaceae;g__Thyboroeniana;s__Thyboroeniana vicina"
"936","MFD05088.bin.1.169","Microbe found nearby Tillitse","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Tillitse   <br/>","<b>Bakteriens navn:</b> Tillitsevita tellurica<br/>
     <b>Findested:</b> Marker (Byg, vårbyg) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Tillitse   <br/>",54.76415,11.09569745,"Tillitse","d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Tillitsevita;s__Tillitsevita tellurica"
"937","MFD09267.bin.1.221","Microbe found nearby Tillitse","N","Nej"," ","<b>Bakteriens navn:</b> Tillitsevita septentrionalis<br/>
     <b>Findested:</b> Græsland (Tørre sandede kalkgræsmarker) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",56.98291,9.28746,"Tillitse","d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Tillitsevita;s__Tillitsevita septentrionalis"
"938","MFD06229.bin.1.171","Microbe found nearby Tilst","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Tilst   <br/>","<b>Bakteriens navn:</b> Tilstibacterium glebicum<br/>
     <b>Findested:</b> Moser, kær og højmoser (Sphagnum-sur mose) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Tilst   <br/>",56.20455878,10.10668968,"Tilst","d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__UBA5794;f__Tilstibacteriaceae;g__Tilstibacterium;s__Tilstibacterium glebicum"
"939","MFD03066.bin.1.45","Microbe found nearby Tilst","N","Nej"," ","<b>Bakteriens navn:</b> Tilstibacterium terrestre<br/>
     <b>Findested:</b> Grønne områder (Andet) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",56.3609,10.5828,"Tilst","d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__UBA5794;f__Tilstibacteriaceae;g__Tilstibacterium;s__Tilstibacterium terrestre"
"940","MFD09368.bin.1.55","Microbe found nearby Tinglev","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Tinglev   <br/>","<b>Bakteriens navn:</b> Tinglevius terreum<br/>
     <b>Findested:</b> Græsland (Halvnatu­rlige tørre græsarealer) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Tinglev   <br/>",54.8519,9.3861,"Tinglev","d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Tinglevius;s__Tinglevius terreum"
"941","MFD03726.bin.1.241","Microbe found nearby Tirslund","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Tirslund   <br/>","<b>Bakteriens navn:</b> Tirslundisoma contiguum<br/>
     <b>Findested:</b> Ferskvand (Lukkede vandområder) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Tirslund   <br/>",55.2451,9.3209,"Tirslund","d__Bacteria;p__Patescibacteria;c__Doudnabacteria;o__Nebeliviventales;f__Nebeliviventaceae;g__Tirslundisoma;s__Tirslundisoma contiguum"
"942","MFD01299.bin.1.39","Microbe found nearby Tistrup","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Tistrup   <br/>","<b>Bakteriens navn:</b> Tistrupibacterium lacustre<br/>
     <b>Findested:</b> Ferskvand (Sø, rig på vandaks) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Tistrup   <br/>",55.80287147,8.627054339,"Tistrup","d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Tistrupibacteriaceae;g__Tistrupibacterium;s__Tistrupibacterium lacustre"
"943","MFD01916.bin.c.8","Microbe found nearby Tolne","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Tolne   <br/>","<b>Bakteriens navn:</b> Tolneiella terrea<br/>
     <b>Findested:</b> Klitter (Faste klitter (grå klitter)) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Tolne   <br/>",57.5446,10.4385,"Tolne","d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Levybacterales;f__Sevelisomataceae;g__Tolneiella;s__Tolneiella terrea"
"944","MFD00905.bin.1.54","Microbe found nearby Tolstrup","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Tolstrup   <br/>","<b>Bakteriens navn:</b> Tolstrupiaba sediminis<br/>
     <b>Findested:</b> Ferskvand (Sø, rig på vandaks) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Tolstrup   <br/>",55.91690451,9.831926013,"Tolstrup","d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Tolstrupiabaceae;g__Tolstrupiaba;s__Tolstrupiaba sediminis"
"945","MFD00032.bin.1.267","Microbe found nearby Tornby","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Tornby   <br/>","<b>Bakteriens navn:</b> Tornbymen lacustre<br/>
     <b>Findested:</b> Ferskvand (Sø, rig på vandaks) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Tornby   <br/>",57.49172952,9.893109449,"Tornby","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__Tornbymen;s__Tornbymen lacustre"
"946","MFD01828.bin.1.47","Microbe found nearby Torup","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Torup   <br/>","<b>Bakteriens navn:</b> Torupivita terrea<br/>
     <b>Findested:</b> Moser, kær og højmoser (Nedbrudt højmoser) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Torup   <br/>",56.8261,9.912,"Torup","d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Torupivita;s__Torupivita terrea"
"947","MFD03399.bin.1.9","Microbe found nearby Torup","N","Nej"," ","<b>Bakteriens navn:</b> Torupivita contigua<br/>
     <b>Findested:</b> Græsland (Artsrig nardus-bjergeng) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",57.18586,9.77493,"Torup","d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Torupivita;s__Torupivita contigua"
"948","MFD03899.bin.1.137","Microbe found nearby Tranbjerg","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Tranbjerg   <br/>","<b>Bakteriens navn:</b> Tranbjergivita borealis<br/>
     <b>Findested:</b> Ferskvand (Regnvandsbassin, by) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Tranbjerg   <br/>",56.0667,10.1547,"Tranbjerg","d__Bacteria;p__Desulfobacterota;c__Zymogenia;o__Zymogenales;f__Tranbjergivitaceae;g__Tranbjergivita;s__Tranbjergivita borealis"
"949","MFD04716.bin.1.84","Microbe found nearby Tranbjerg","N","Nej"," ","<b>Bakteriens navn:</b> Tranbjergivita europaea<br/>
     <b>Findested:</b> Ferskvand (Regnvandsbassin, by) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",57.7283,10.6081,"Tranbjerg","d__Bacteria;p__Desulfobacterota;c__Zymogenia;o__Zymogenales;f__Tranbjergivitaceae;g__Tranbjergivita;s__Tranbjergivita europaea"
"950","MFD04967.bin.c.4","Microbe found nearby Tranderup","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Tranderup   <br/>","<b>Bakteriens navn:</b> Tranderupimen humicum<br/>
     <b>Findested:</b> Skove (Tempererede skove) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Tranderup   <br/>",54.8533,10.5207,"Tranderup","d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Bregningevitaceae;g__Tranderupimen;s__Tranderupimen humicum"
"951","MFD05684.bin.1.310","Microbe found nearby Treenigheds","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Treenigheds   <br/>","<b>Bakteriens navn:</b> Treenighedsiaba orica<br/>
     <b>Findested:</b> Kystområder (Kveller-vade) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Treenigheds   <br/>",55.5312,8.2638,"Treenigheds","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Treenighedsiabaceae;g__Treenighedsiaba;s__Treenighedsiaba orica"
"952","MFD05684.bin.c.4","Microbe found nearby Treenigheds","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Treenigheds   <br/>","<b>Bakteriens navn:</b> Treenighedsius litoralis<br/>
     <b>Findested:</b> Kystområder (Kveller-vade) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Treenigheds   <br/>",55.5312,8.2638,"Treenigheds","d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Treenighedsiaceae;g__Treenighedsius;s__Treenighedsius litoralis"
"953","MFD10007.bin.1.123","Microbe found nearby Trorod","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Trørød (Trorod) <br/>","<b>Bakteriens navn:</b> Trorodisoma nordicum<br/>
     <b>Findested:</b> Ferskvand (Lukkede vandområder) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Trørød (Trorod) <br/>",55.8579,12.4931,"Trørød","d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Trorodisoma;s__Trorodisoma nordicum"
"954","MFD05942.bin.1.36","Microbe found nearby Trorod","N","Nej"," ","<b>Bakteriens navn:</b> Trorodisoma telluricum<br/>
     <b>Findested:</b> Marker (Græs (Poaceae)) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",56.7771,9.6177,"Trørød","d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Trorodisoma;s__Trorodisoma telluricum"
"955","MFD04944.bin.1.167","Microbe found nearby Troense","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Troense   <br/>","<b>Bakteriens navn:</b> Troenseiella tellurica<br/>
     <b>Findested:</b> Græsland (Artsrig nardus-bjergeng) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Troense   <br/>",54.9596,10.5752,"Troense","d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Pjedstedimenaceae;g__Troenseiella;s__Troenseiella tellurica"
"956","MFD04408.bin.1.141","Microbe found nearby Tyrstrup","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Tyrstrup   <br/>","<b>Bakteriens navn:</b> Tyrstrupium boreale<br/>
     <b>Findested:</b> Ferskvand (Regnvandsbassin, by) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Tyrstrup   <br/>",55.2455,9.5294,"Tyrstrup","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__Tyrstrupiaceae;g__Tyrstrupium;s__Tyrstrupium boreale"
"957","MFD02581.bin.c.1","Microbe found nearby Taebring","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Tæbring (Taebring) <br/>","<b>Bakteriens navn:</b> Taebringicola ripicus<br/>
     <b>Findested:</b> Kystområder (Flerårig vegetation på stenede brinker) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Tæbring (Taebring) <br/>",56.7958,8.5876,"Tæbring","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Taebringicola;s__Taebringicola ripicus"
"958","MFD03250.bin.1.57","Microbe found nearby Toemmerup","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Tømmerup (Toemmerup) <br/>","<b>Bakteriens navn:</b> Toemmerupius aquaticus<br/>
     <b>Findested:</b> Saltvand (Havne) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Tømmerup (Toemmerup) <br/>",55.677,11.0731,"Tømmerup","d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__Toemmerupius;s__Toemmerupius aquaticus"
"959","MFD02134.bin.1.63","Microbe found nearby Toenning","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Tønning (Toenning) <br/>","<b>Bakteriens navn:</b> Toenningivita contigua<br/>
     <b>Findested:</b> Moser, kær og højmoser (Våd krat (ikke habitat-type)) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Tønning (Toenning) <br/>",56.0562,9.5887,"Tønning","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Daastrupimenales;f__Daastrupimenaceae;g__Toenningivita;s__Toenningivita contigua"
"960","MFD03250.bin.c.5","Microbe found nearby Ubby","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Ubby   <br/>","<b>Bakteriens navn:</b> Ubbysoma aquaticum<br/>
     <b>Findested:</b> Saltvand (Havne) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Ubby   <br/>",55.677,11.0731,"Ubby","d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__Ubbysoma;s__Ubbysoma aquaticum"
"961","MFD01223.bin.1.30","Microbe found nearby Uge","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Uge   <br/>","<b>Bakteriens navn:</b> Ugevita terrea<br/>
     <b>Findested:</b> Moser, kær og højmoser (Hængesæk) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Uge   <br/>",54.9741,9.4106,"Uge","d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__Ugevita;s__Ugevita terrea"
"962","MFD01299.bin.1.229","Microbe found nearby Uge","N","Nej"," ","<b>Bakteriens navn:</b> Ugevita sediminis<br/>
     <b>Findested:</b> Ferskvand (Sø, rig på vandaks) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",55.80287147,8.627054339,"Uge","d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__Ugevita;s__Ugevita sediminis"
"963","MFD09779.bin.1.259","Microbe found nearby Ulfborg","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Ulfborg   <br/>","<b>Bakteriens navn:</b> Ulfborgiaba vicina<br/>
     <b>Findested:</b> Saltvand (Fjorde) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Ulfborg   <br/>",56.3361,8.1689,"Ulfborg","d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__Ulfborgiabaceae;g__Ulfborgiaba;s__Ulfborgiaba vicina"
"964","MFD06435.bin.1.80","Microbe found nearby Vang","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Vang   <br/>","<b>Bakteriens navn:</b> Vangiana lacustris<br/>
     <b>Findested:</b> Ferskvand (Sø, blandet Najas flexilis) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Vang   <br/>",57.0278885,8.46320698,"Vang","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__Vangianaceae;g__Vangiana;s__Vangiana lacustris"
"965","MFD00082.bin.c.8","Microbe found nearby Vang","N","Nej"," ","<b>Bakteriens navn:</b> Vangiana tellurica<br/>
     <b>Findested:</b> Moser, kær og højmoser (Nedbrudt højmoser) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",56.7952,9.974,"Vang","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__Vangianaceae;g__Vangiana;s__Vangiana tellurica"
"966","MFD03726.bin.1.60","Microbe found nearby Vang","N","Nej"," ","<b>Bakteriens navn:</b> Vangiana affinis<br/>
     <b>Findested:</b> Ferskvand (Lukkede vandområder) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",55.2451,9.3209,"Vang","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__Vangianaceae;g__Vangiana;s__Vangiana affinis"
"967","MFD01689.bin.1.114","Microbe found nearby Varde","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Varde   <br/>","<b>Bakteriens navn:</b> Vardecola adiacens<br/>
     <b>Findested:</b> Moser, kær og højmoser (Nedbrudte tørvemos-samfund) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Varde   <br/>",55.595,8.4696,"Varde","d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Vardecola;s__Vardecola adiacens"
"968","MFD00008.bin.1.63","Microbe found nearby Varde","N","Nej"," ","<b>Bakteriens navn:</b> Vardecola similis<br/>
     <b>Findested:</b> Skove (Fugtig elleskov) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",55.6058,9.3609,"Varde","d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Vardecola;s__Vardecola similis"
"969","MFD05513.bin.c.1","Microbe found nearby Varde","N","Nej"," ","<b>Bakteriens navn:</b> Vardecola terrestris<br/>
     <b>Findested:</b> Skove (Tempererede skove) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",55.9873,10.1282,"Varde","d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Vardecola;s__Vardecola terrestris"
"970","MFD10007.bin.1.132","Microbe found nearby Vedbaek","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Vedbæk (Vedbaek) <br/>","<b>Bakteriens navn:</b> Vedbaekius similis<br/>
     <b>Findested:</b> Ferskvand (Lukkede vandområder) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Vedbæk (Vedbaek) <br/>",55.8579,12.4931,"Vedbæk","d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Binderupimenaceae;g__Vedbaekius;s__Vedbaekius similis"
"971","MFD05942.bin.1.17","Microbe found nearby Vedbaek","N","Nej"," ","<b>Bakteriens navn:</b> Vedbaekius danicus<br/>
     <b>Findested:</b> Marker (Græs (Poaceae)) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",56.7771,9.6177,"Vedbæk","d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Binderupimenaceae;g__Vedbaekius;s__Vedbaekius danicus"
"972","MFD05942.bin.1.97","Microbe found nearby Vedbaek","N","Nej"," ","<b>Bakteriens navn:</b> Vedbaekius scandius<br/>
     <b>Findested:</b> Marker (Græs (Poaceae)) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",56.7771,9.6177,"Vedbæk","d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Binderupimenaceae;g__Vedbaekius;s__Vedbaekius scandius"
"973","MFD09779.bin.1.231","Microbe found nearby Vedersoe","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Vedersø (Vedersoe) <br/>","<b>Bakteriens navn:</b> Vedersoeus sediminis<br/>
     <b>Findested:</b> Saltvand (Fjorde) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Vedersø (Vedersoe) <br/>",56.3361,8.1689,"Vedersø","d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Vedersoeaceae;g__Vedersoeus;s__Vedersoeus sediminis"
"974","MFD02416.bin.1.328","Microbe found nearby Veggerby","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Veggerby   <br/>","<b>Bakteriens navn:</b> Veggerbysoma telluricum<br/>
     <b>Findested:</b> Kystområder (Indlands strandenge) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Veggerby   <br/>",56.8577,9.5553,"Veggerby","d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Veggerbysoma;s__Veggerbysoma telluricum"
"975","MFD01275.bin.1.111","Microbe found nearby Veggerslev","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Veggerslev   <br/>","<b>Bakteriens navn:</b> Veggerslevimen terreus<br/>
     <b>Findested:</b> Klitter (Marehalmklitter (hvide klitter)) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Veggerslev   <br/>",56.5332,10.8089,"Veggerslev","d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Sonderborgisomataceae;g__Veggerslevimen;s__Veggerslevimen terreus"
"976","MFD01476.bin.c.1","Microbe found nearby Vejby","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Vejby   <br/>","<b>Bakteriens navn:</b> Vejbyus borealis<br/>
     <b>Findested:</b> Ferskvand (Sø, næringsfattig) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Vejby   <br/>",56.50596583,8.826613964,"Vejby","d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Tolstrupiabaceae;g__Vejbyus;s__Vejbyus borealis"
"977","MFD05442.bin.1.18","Microbe found nearby Vejerslev","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Vejerslev   <br/>","<b>Bakteriens navn:</b> Vejersleviella ripica<br/>
     <b>Findested:</b> Kystområder (Atlantiske strandenge) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Vejerslev   <br/>",56.7368,8.822,"Vejerslev","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Rariloculales;f__Rariloculaceae;g__Vejersleviella;s__Vejersleviella ripica"
"978","MFD04944.bin.1.114","Microbe found nearby Vejerslev","N","Nej"," ","<b>Bakteriens navn:</b> Vejersleviella similis<br/>
     <b>Findested:</b> Græsland (Artsrig nardus-bjergeng) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",54.9596,10.5752,"Vejerslev","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Rariloculales;f__Rariloculaceae;g__Vejersleviella;s__Vejersleviella similis"
"979","MFD09779.bin.1.238","Microbe found nearby Vemb","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Vemb   <br/>","<b>Bakteriens navn:</b> Vembimicrobium vicinum<br/>
     <b>Findested:</b> Saltvand (Fjorde) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Vemb   <br/>",56.3361,8.1689,"Vemb","d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Haldumiellaceae;g__Vembimicrobium;s__Vembimicrobium vicinum"
"980","MFD00032.bin.1.190","Microbe found nearby Vennebjerg","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Vennebjerg   <br/>","<b>Bakteriens navn:</b> Vennebjergiella lacustris<br/>
     <b>Findested:</b> Ferskvand (Sø, rig på vandaks) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Vennebjerg   <br/>",57.49172952,9.893109449,"Vennebjerg","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Vennebjergiella;s__Vennebjergiella lacustris"
"981","MFD09730.bin.1.56","Microbe found nearby Vennebjerg","N","Nej"," ","<b>Bakteriens navn:</b> Vennebjergiella sediminis<br/>
     <b>Findested:</b> Ferskvand (Regnvandsbassin, udtørret) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",55.5412,12.0297,"Vennebjerg","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Vennebjergiella;s__Vennebjergiella sediminis"
